,hotel_name,id,hotel_price,hotel_nreview,hotel_one_review,hotel_rating,great_for_walker_rating,restaurants_nearby,nearby_attractions,ranking,description,location_rating,cleanliness_rating,service_rating,value_rating,QA_number,room_tips_number
242,Residence Inn Worcester,property_596759,178,354,"Quiet business-friendly hotel with bike rentals, free breakfast and a heated pool.",4.5,0.0,0.0,0.0,#4 of 10 hotels in Worcester,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""UFQxX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fV3Vz"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.5,4.5,4.5,4.5,5.0,62.0
243,Sheraton Commander Hotel,property_89645,249,316,"Stately contemporary rooms in a lovely family-friendly hotel with bike rentals, a bar and a fitness center.",4.0,94.0,25.0,10.0,#9 of 21 hotels in Cambridge,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""dnY5X2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fVHlq"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.5,4.5,4.5,4.0,6.0,46.0
244,Residence Inn Boston Brockton,property_224065,249,159,"Family-friendly hotel featuring a breakfast buffet, a hot tub and a convenience store.",4.0,37.0,23.0,0.0,#2 of 7 hotels in Brockton,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""UEkyX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5faE5D"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",3.5,4.5,4.5,4.0,3.0,39.0
245,Homewood Suites by Hilton Boston Cambridge-Arlington,property_249906,279,734,"Tranquil family-friendly hotel offering contemporary rooms with a fitness center, free breakfast and a concierge.",4.0,67.0,66.0,6.0,,"A Cleaner Stay from Check-in to Check-Out
Hilton has partnered with RB, makers of Lysol® &amp; Dettol®*, to help deliver an even cleaner stay for our guests with the Hilton CleanStay program. Building on our already rigorous cleaning standards, the program includes:

-Hilton CleanStay Room Seal&nbsp;to indicate that&nbsp;guest rooms haven’t been accessed&nbsp;since they were cleaned
-Extra disinfection of top 10&nbsp;high&nbsp;touch&nbsp;areas in&nbsp;guest&nbsp;rooms&nbsp;including light switches and door handles
-Increased&nbsp;cleaning&nbsp;frequency of&nbsp;public&nbsp;areas&nbsp;and fitness&nbsp;centers
-Guest-accessible disinfecting wipes&nbsp;at entrances and high traffic areas
-Enhanced cleaning &amp; other changes to&nbsp;buffets, in-room dining and meeting spaces
-Industry-leading&nbsp;contactless check-in and check-out with Digital Key&nbsp;at more than 4,700 properties globally

Our promise is to deliver the same level of reliable and friendly service you’d expect from Hilton, but with the added confidence of industry-leading hygiene practices created to keep you safe.",4.5,4.5,4.5,4.0,7.0,54.0
246,The Four Points by Sheraton Norwood Hotel & Conference Center,property_126064,232,409,"Tranquil mid-priced hotel featuring a breakfast buffet, free wifi and a hot tub.",4.0,50.0,40.0,2.0,#1 of 5 Hotels in Norwood,The Four Points by Sheraton Norwood is between Boston and Providence and is easily accessible from both airports. We're near New England corporate offices and have 30 professional meeting rooms.,4.0,4.5,4.5,4.0,6.0,73.0
247,Le Meridien Boston Cambridge,property_208446,205,474,"Service-centric first-rate hotel offering contemporary rooms with a breakfast buffet, a concierge and a fitness center.",4.0,98.0,59.0,9.0,#12 of 21 hotels in Cambridge,"We are working diligently to ensure that our hotel continues to provide essential services in this challenging environment.

We take standards for hygiene and cleanliness very seriously; we are closely monitoring and following the CDC and WHO guidance regarding COVID-19, as well as guidance from local health authorities. Our health and safety measures include everything from handwashing hygiene, to hospital grade cleaning product specifications for guest room and common area cleaning procedures. If a colleague exhibits symptoms of COVID-19, they are instructed not to return to work and instead seek appropriate medical attention. Should a guest exhibit symptoms, our priority is to safely relocate them to a place where they may receive appropriate medical attention.
 
With the COVID-19 situation rapidly evolving, we recommend that all guests consult local authorities to understand the latest travel restrictions before they commence their travel.",4.5,4.5,4.5,4.0,13.0,66.0
248,Blue Water Resort,property_77514,109,329,"Mid-priced hotel offering bay-view rooms with a poolside bar, a heated pool and a beach.",4.0,0.0,0.0,0.0,#8 of 21 hotels in South Yarmouth,"Located on 500 feet of private sandy beach on the warm waters of Nantucket Sound, Blue Water is the ideal resort for a family vacation, a romantic getaway, or an extended family gathering. The resort boasts 113 guest rooms and cottages, most with patio or balcony featuring stunning ocean and garden views. Offering food and beverage services in the dining room and lounge, as well as catering for private parties of up to 75 people. Also, our popular beach side Cabana Bar &amp; Grill serves food and drink favorites during the summer season. In addition to the private beach, resort amenities include indoor and outdoor heated pools,basketball court, putting green, and game arcade. Kids’ Klub, a supervised children’s program is offered during summer season along with a full complement of family activities, bonfire nights, fun clowns, magic and pirate adventure weeks and musical entertainment throughout the summer season on a complimentary basis. Open from late April until late October.",4.5,4.0,4.0,3.5,22.0,89.0
249,Residence Inn by Marriott Boston Waltham,property_14915197,249,34,"Business-friendly hotel featuring contemporary rooms, a bar and a pool.",4.5,38.0,21.0,0.0,#10 of 14 hotels in Waltham,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""amx2X2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fRmFJ"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.5,5.0,4.5,4.0,3.0,3.0
250,AC Hotel Boston Cambridge,property_10241587,252,230,"Sophisticated mid-range hotel featuring chic rooms, a golf course and a breakfast buffet.",4.5,48.0,36.0,4.0,#11 of 21 hotels in Cambridge,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""aHV6X2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fREJj"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.0,4.5,4.5,4.0,7.0,41.0
251,Hampton Inn Boston-Natick,property_224637,144,981,"Welcoming family-friendly hotel featuring contemporary rooms with a bar, a fitness center and beach access.",4.0,57.0,48.0,3.0,#1 of 5 hotels in Natick,"A Cleaner Stay from Check-in to Check-Out
Hilton has partnered with RB, makers of Lysol® &amp; Dettol®*, to help deliver an even cleaner stay for our guests with the Hilton CleanStay program. Building on our already rigorous cleaning standards, the program includes:

-Hilton CleanStay Room Seal&nbsp;to indicate that&nbsp;guest rooms haven’t been accessed&nbsp;since they were cleaned
-Extra disinfection of top 10&nbsp;high&nbsp;touch&nbsp;areas in&nbsp;guest&nbsp;rooms&nbsp;including light switches and door handles
-Increased&nbsp;cleaning&nbsp;frequency of&nbsp;public&nbsp;areas&nbsp;and fitness&nbsp;centers
-Guest-accessible disinfecting wipes&nbsp;at entrances and high traffic areas
-Enhanced cleaning &amp; other changes to&nbsp;buffets, in-room dining and meeting spaces
-Industry-leading&nbsp;contactless check-in and check-out with Digital Key&nbsp;at more than 4,700 properties globally

Our promise is to deliver the same level of reliable and friendly service you’d expect from Hilton, but with the added confidence of industry-leading hygiene practices created to keep you safe.",4.5,4.5,4.5,4.0,10.0,72.0
252,Hampton Inn Fall River/Westport,property_89909,144,1000,"Quiet family-friendly hotel with a picnic area, a fitness center and free breakfast.",4.0,0.0,0.0,0.0,#1 of 2 hotels in Westport,"A Cleaner Stay from Check-in to Check-Out
Hilton has partnered with RB, makers of Lysol® &amp; Dettol®*, to help deliver an even cleaner stay for our guests with the Hilton CleanStay program. Building on our already rigorous cleaning standards, the program includes:

-Hilton CleanStay Room Seal&nbsp;to indicate that&nbsp;guest rooms haven’t been accessed&nbsp;since they were cleaned
-Extra disinfection of top 10&nbsp;high&nbsp;touch&nbsp;areas in&nbsp;guest&nbsp;rooms&nbsp;including light switches and door handles
-Increased&nbsp;cleaning&nbsp;frequency of&nbsp;public&nbsp;areas&nbsp;and fitness&nbsp;centers
-Guest-accessible disinfecting wipes&nbsp;at entrances and high traffic areas
-Enhanced cleaning &amp; other changes to&nbsp;buffets, in-room dining and meeting spaces
-Industry-leading&nbsp;contactless check-in and check-out with Digital Key&nbsp;at more than 4,700 properties globally

Our promise is to deliver the same level of reliable and friendly service you’d expect from Hilton, but with the added confidence of industry-leading hygiene practices created to keep you safe.",4.5,4.5,4.5,4.0,5.0,100.0
253,Residence Inn Boston Westford,property_224072,161,223,"Business-friendly hotel with a heated pool, a breakfast buffet and a convenience store.",4.5,36.0,22.0,1.0,#2 of 3 hotels in Westford,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""MXVnX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fMXo1"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.5,4.5,4.5,4.5,3.0,44.0
254,Residence Inn Boston North Shore/Danvers,property_94195,169,190,"Family-friendly hotel featuring bike rentals, a pool and a breakfast buffet.",4.0,41.0,16.0,2.0,#2 of 9 hotels in Danvers,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""NHh0X2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5feFlW"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",3.5,4.0,4.5,4.0,5.0,47.0
255,Fairfield Inn & Suites Springfield Holyoke,property_10632851,170,51,"Business-friendly hotel with a hot tub, bike rentals and breakfast.",4.5,40.0,27.0,3.0,#3 of 5 hotels in Holyoke,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""dmVnX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fclMx"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.5,4.5,4.5,4.5,1.0,2.0
256,Residence Inn Boston Bridgewater,property_10675196,189,63,"Business-friendly hotel with a bar, a golf course and a pool.",4.5,0.0,0.0,0.0,,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""TDFPX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fVjVI"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.5,4.0,4.5,5.0,3.0,4.0
257,Residence Inn Boston Dedham,property_89675,208,169,"Family-friendly hotel with a hot tub, free wifi and bbq facilities.",4.0,67.0,29.0,3.0,#2 of 4 hotels in Dedham,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""QmhCX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fakQw"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.0,4.0,4.0,4.0,2.0,23.0
258,Homewood Suites by Hilton Boston-Peabody,property_94084,156,901,"Business-friendly hotel featuring free internet, in-room flat-screen televisions and shops.",4.0,0.0,0.0,0.0,#2 of 8 hotels in Peabody,"A Cleaner Stay from Check-in to Check-Out
Hilton has partnered with RB, makers of Lysol® &amp; Dettol®*, to help deliver an even cleaner stay for our guests with the Hilton CleanStay program. Building on our already rigorous cleaning standards, the program includes:

-Hilton CleanStay Room Seal&nbsp;to indicate that&nbsp;guest rooms haven’t been accessed&nbsp;since they were cleaned
-Extra disinfection of top 10&nbsp;high&nbsp;touch&nbsp;areas in&nbsp;guest&nbsp;rooms&nbsp;including light switches and door handles
-Increased&nbsp;cleaning&nbsp;frequency of&nbsp;public&nbsp;areas&nbsp;and fitness&nbsp;centers
-Guest-accessible disinfecting wipes&nbsp;at entrances and high traffic areas
-Enhanced cleaning &amp; other changes to&nbsp;buffets, in-room dining and meeting spaces
-Industry-leading&nbsp;contactless check-in and check-out with Digital Key&nbsp;at more than 4,700 properties globally

Our promise is to deliver the same level of reliable and friendly service you’d expect from Hilton, but with the added confidence of industry-leading hygiene practices created to keep you safe.",4.0,4.5,4.5,4.0,8.0,70.0
259,Holiday Inn Berkshires,property_94104,115,281,"High-rise business-friendly hotel offering contemporary mountain-view rooms with a game room, a restaurant and a fitness center.",4.0,90.0,26.0,7.0,#2 of 3 hotels in North Adams,"A note from IHG® Hotels &amp; Resorts:
When you’re ready to travel again, we’ll be ready to welcome you. As the world adjusts to new travel norms and expectations, we’re enhancing the experience for you – our hotel guests – by redefining cleanliness and supporting wellbeing throughout your stay. We are expanding our commitment to cleanliness by:
• Using new science-led protocols and service measures by enhancing the IHG Way of Clean
• Partnering with industry leading experts Cleveland Clinic, Ecolab and Diversey
• Launching a global IHG Clean Promise
These strengthened procedures are designed to give you greater confidence and hotel teams the protection needed. For more information, please visit <a data-encoded-url=""QlkyX2h0dHBzOi8vd3d3LmloZy5jb20vY29udGVudC91cy9lbi9jdXN0b21lci1jYXJlL2NsZWFuLXByb21pc2UuX0hnNA=="" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://www.ihg.com/content/us/en/customer-care/clean-promise."">https://www.ihg.com/content/us/en/customer-care/clean-promise.</a>",4.5,4.5,4.0,4.0,4.0,73.0
260,Courtyard Boston Stoughton,property_94045,219,206,"Modern family-friendly hotel featuring a pool, free internet and a restaurant.",4.0,0.0,0.0,0.0,#2 of 2 hotels in Stoughton,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""T0UyX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fM3ho"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.0,4.5,4.5,4.0,6.0,34.0
261,Hampton Inn Westfield,property_1138977,159,205,"Modern mid-range hotel offering a breakfast buffet, free wifi and a fitness center.",4.0,0.0,0.0,0.0,#1 of 4 hotels in Westfield,"Hampton Inn Westfield is conveniently located off I-90/Mass-Pike, minutes from Westfield State University, MGM Springfield Casino, and Eastern States Exposition Center. We offer comfortable guest rooms and hotel amenities like free WiFi, free hot breakfast each morning, a 24-hour Treat Shop, indoor pool, fitness center, and more.",4.5,4.5,4.0,4.0,2.0,27.0
262,TownePlace Suites Boston North Shore/Danvers,property_223992,167,211,"Modern family-friendly hotel offering free wifi, a breakfast buffet and a fitness center.",4.0,39.0,14.0,2.0,#3 of 9 hotels in Danvers,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""OElBX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fZzZ4"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",3.5,4.0,4.0,4.0,4.0,54.0
263,Courtyard Worcester,property_94323,149,282,"Quiet mid-range hotel featuring contemporary rooms with a restaurant, free wifi and a pool.",4.0,72.0,60.0,21.0,#8 of 10 hotels in Worcester,Received 2020 AAA Inspector's Best of Housekeeping Award for high cleanliness and condition scores.,4.0,4.5,4.0,4.0,7.0,49.0
264,Residence Inn Boston Framingham,property_224066,199,280,"Tranquil mid-priced hotel with free wifi, a pool and free breakfast.",4.0,0.0,0.0,0.0,#3 of 8 hotels in Framingham,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""OU1rX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fSm5i"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.0,4.5,4.0,4.0,2.0,50.0
265,Embassy Suites by Hilton Boston Marlborough,property_89769,189,1086,"Welcoming family-friendly hotel offering wifi, a game room and bbq facilities.",4.0,48.0,27.0,3.0,#4 of 12 hotels in Marlborough,"A Cleaner Stay from Check-in to Check-Out
Hilton has partnered with RB, makers of Lysol® &amp; Dettol®*, to help deliver an even cleaner stay for our guests with the Hilton CleanStay program. Building on our already rigorous cleaning standards, the program includes:

-Hilton CleanStay Room Seal&nbsp;to indicate that&nbsp;guest rooms haven’t been accessed&nbsp;since they were cleaned
-Extra disinfection of top 10&nbsp;high&nbsp;touch&nbsp;areas in&nbsp;guest&nbsp;rooms&nbsp;including light switches and door handles
-Increased&nbsp;cleaning&nbsp;frequency of&nbsp;public&nbsp;areas&nbsp;and fitness&nbsp;centers
-Guest-accessible disinfecting wipes&nbsp;at entrances and high traffic areas
-Enhanced cleaning &amp; other changes to&nbsp;buffets, in-room dining and meeting spaces
-Industry-leading&nbsp;contactless check-in and check-out with Digital Key&nbsp;at more than 4,700 properties globally

Our promise is to deliver the same level of reliable and friendly service you’d expect from Hilton, but with the added confidence of industry-leading hygiene practices created to keep you safe.",4.5,4.5,4.5,4.0,7.0,100.0
266,Courtyard Boston Natick,property_224070,191,344,"Tranquil business-friendly hotel offering a fitness center, breakfast and beach access.",4.0,59.0,53.0,5.0,#3 of 5 hotels in Natick,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""SW9qX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fRWdw"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.0,4.0,4.0,3.5,4.0,60.0
267,Residence Inn New Bedford Dartmouth,property_247019,189,184,"Contemporary rooms in a business-friendly hotel with a fitness center, bike rentals and a breakfast buffet.",4.0,0.0,0.0,0.0,#1 of 5 hotels in Dartmouth,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""MFRWX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fWDdD"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.0,4.5,4.5,4.0,5.0,39.0
